1606839456 0 0 0 0 25630
1606840014 0 61 0 0 25630
1606846305 0 467 0 0 25630
1606846375 0 509 0 0 25630
1606896523 0 584 0 0 25630
1606899496 0 584 23 0 25630
1606911660 0 584 23 0 25630
1606911709 0 584 23 0 25630
1606911722 0 584 23 0 25630
1606911733 0 584 23 0 25630
1606911757 0 584 23 0 25630
1606911766 0 584 23 0 25630
1606911775 0 584 23 0 25630
1606911796 0 584 23 0 25630
1606911808 0 584 23 0 25630
1606911817 0 584 23 0 25630
1606911967 0 584 23 0 25630
1606912048 0 584 23 0 25630
1606912101 86 584 23 0 25630
1606912214 86 584 23 0 25630
1606912601 86 584 23 0 25630
1606912676 86 584 23 0 25630
1606912952 90 584 23 0 25630
1606913023 90 584 23 0 25630
1606913039 90 584 23 0 25630
1606913075 90 584 23 0 25630
1606913494 90 584 47 0 25630
1606913822 90 584 87 0 25630
1606914296 90 588 87 0 25630
1606914916 90 588 196 0 25630
1606916152 90 588 381 0 25630
1606916899 90 608 381 0 25630
1606917420 90 630 381 0 25630
1606923370 90 720 381 0 25630
1606923484 90 720 877 0 25630
1606923527 90 720 877 0 25630
1606925197 90 720 877 15 25630
1606927443 90 722 877 15 25630
1606927553 90 723 877 15 25630
1606934691 90 723 877 15 25630
1606935217 145 723 877 15 25630
1606935248 259 723 877 15 25630
1606935834 259 727 877 15 25630
1606935909 263 727 877 15 25630
1606936037 263 732 877 15 25630
1606936088 267 732 877 15 25630
1606936125 267 732 877 16 25630
1606936251 267 732 877 16 25630
1606936278 267 732 877 16 25630
1606936304 267 732 877 16 25630
1606936333 267 785 877 16 25630
1606936355 267 785 877 16 25630
1606936380 267 785 877 16 25630
1606936382 348 785 877 16 25630
1606936431 348 785 877 16 25630
1606936529 354 785 877 16 25630
1606936601 354 785 877 976 25630
1606941704 359 785 877 976 25630
1606941929 362 785 877 976 25630
1606942472 363 785 877 976 25630
1606942523 364 785 877 976 25630
