1606839456 0 0 0 0 1
1606840014 0 1 0 0 1
1606846305 0 2 0 0 1
1606846375 0 3 0 0 1
1606896523 0 4 0 0 1
1606899496 0 4 1 0 1
1606911660 1 4 1 0 1
1606911709 2 4 1 0 1
1606911722 3 4 1 0 1
1606911733 4 4 1 0 1
1606911757 5 4 1 0 1
1606911766 6 4 1 0 1
1606911775 7 4 1 0 1
1606911796 8 4 1 0 1
1606911808 9 4 1 0 1
1606911817 10 4 1 0 1
1606911967 11 4 1 0 1
1606912048 12 4 1 0 1
1606912101 13 4 1 0 1
1606912214 14 4 1 0 1
1606912601 15 4 1 0 1
1606912676 16 4 1 0 1
1606912952 17 4 1 0 1
1606913023 18 4 1 0 1
1606913039 18 5 1 0 1
1606913075 18 6 1 0 1
1606913494 18 6 2 0 1
1606913822 18 6 3 0 1
1606914296 18 7 3 0 1
1606914916 18 7 4 0 1
1606916152 18 7 5 0 1
1606916899 18 8 5 0 1
1606917420 18 9 5 0 1
1606923370 18 10 5 0 1
1606923484 18 10 6 0 1
1606923527 18 10 7 0 1
1606925197 18 10 7 1 1
1606927443 18 11 7 1 1
1606927553 18 12 7 1 1
1606934691 18 13 7 1 1
1606935217 19 13 7 1 1
1606935248 20 13 7 1 1
1606935834 20 14 7 1 1
1606935909 21 14 7 1 1
1606936037 21 15 7 1 1
1606936088 22 15 7 1 1
1606936125 22 15 7 2 1
1606936251 22 16 7 2 1
1606936278 22 16 7 3 1
1606936304 22 16 7 4 1
1606936333 22 17 7 4 1
1606936355 22 17 7 5 1
1606936380 22 17 7 6 1
1606936382 23 17 7 6 1
1606936431 24 17 7 6 1
1606936529 25 17 7 6 1
1606936601 25 17 7 7 1
1606941704 26 17 7 7 1
1606941929 27 17 7 7 1
1606942472 28 17 7 7 1
1606942523 29 17 7 7 1
